timestamp,cpu_utilization,network_in,network_out,memory_usage,requests,cost_per_hour,anomaly_label
2026-03-21T05:00:00+00:00,10.8527,617.13,177.09,55.01,416.0,0.0842,1
2026-03-21T05:05:00+00:00,7.8119,792.15,272.49,59.32,242.0,0.0842,1
2026-03-21T05:10:00+00:00,5.1541,916.51,952.93,63.34,490.0,0.0842,1
2026-03-21T05:15:00+00:00,6.9358,986.35,355.46,37.26,104.0,0.0842,1
2026-03-21T05:20:00+00:00,9.9058,231.44,595.28,76.19,313.0,0.0842,1
2026-03-21T05:25:00+00:00,5.1126,615.49,351.0,55.6,315.0,0.0842,1
2026-03-21T05:30:00+00:00,8.0671,735.53,891.36,49.72,393.0,0.0842,1
2026-03-21T05:35:00+00:00,8.5065,425.27,782.13,54.43,307.0,0.0842,1
2026-03-21T05:40:00+00:00,7.3688,933.61,857.95,32.25,103.0,0.0842,1
2026-03-21T05:45:00+00:00,9.4473,424.68,790.35,44.51,373.0,0.0842,1
2026-03-21T05:50:00+00:00,9.1616,680.02,469.03,45.53,183.0,0.0842,1
2026-03-21T05:55:00+00:00,12.6428,618.79,539.11,36.48,398.0,0.0842,1
2026-03-21T06:00:00+00:00,9.2399,942.24,501.06,55.23,463.0,0.0842,1
2026-03-21T06:05:00+00:00,6.7812,156.06,519.99,56.25,458.0,0.0842,1
2026-03-21T06:10:00+00:00,6.8764,572.97,294.19,42.84,235.0,0.0842,1
2026-03-21T06:15:00+00:00,6.3368,883.06,366.38,46.71,355.0,0.0842,1
2026-03-21T06:20:00+00:00,9.9045,174.3,519.17,32.35,187.0,0.0842,1
2026-03-21T06:30:00+00:00,7.8595,484.34,200.09,56.65,121.0,0.0842,1
2026-03-21T06:35:00+00:00,9.4986,219.42,384.97,56.3,167.0,0.0842,1
2026-03-21T06:40:00+00:00,6.5531,368.43,933.31,65.13,388.0,0.0842,1
2026-03-21T06:45:00+00:00,7.4127,518.67,902.19,37.19,108.0,0.0842,1
2026-03-21T06:50:00+00:00,4.3174,689.55,256.14,40.86,376.0,0.0842,1
2026-03-21T06:55:00+00:00,5.835,696.27,599.32,61.81,58.0,0.0842,1
2026-03-21T07:00:00+00:00,6.8645,306.21,985.47,46.79,275.0,0.0842,1
2026-03-21T07:05:00+00:00,8.8315,776.58,980.19,60.94,315.0,0.0842,1
2026-03-21T07:10:00+00:00,10.387,334.08,128.39,78.6,82.0,0.0842,1
2026-03-21T07:15:00+00:00,7.9631,388.07,490.03,54.61,477.0,0.0842,1
2026-03-21T07:20:00+00:00,8.5227,577.6,376.28,68.78,369.0,0.0842,1
2026-03-21T07:25:00+00:00,8.3359,317.91,911.1,34.86,226.0,0.0842,1
2026-03-21T07:30:00+00:00,10.1695,126.84,539.44,73.94,139.0,0.0842,1
2026-03-21T07:35:00+00:00,9.7867,239.96,768.0,45.89,97.0,0.0842,1
2026-03-21T07:40:00+00:00,8.5474,323.18,885.91,43.66,131.0,0.0842,1
2026-03-21T07:45:00+00:00,5.9781,832.32,890.86,61.93,176.0,0.0842,1
2026-03-21T07:50:00+00:00,9.8068,571.79,310.06,68.53,92.0,0.0842,1
2026-03-21T07:55:00+00:00,8.7621,171.82,522.07,66.56,218.0,0.0842,1
2026-03-21T08:00:00+00:00,31.8206,796.5,638.84,53.88,483.0,0.0842,1
2026-03-21T08:05:00+00:00,29.8467,159.28,848.41,35.31,114.0,0.0842,1
2026-03-21T08:10:00+00:00,32.6907,891.86,441.95,54.41,190.0,0.0842,1
2026-03-21T08:15:00+00:00,25.2293,800.09,173.88,39.35,500.0,0.0842,1
2026-03-21T08:20:00+00:00,40.5399,423.28,536.87,64.6,366.0,0.0842,1
2026-03-21T08:25:00+00:00,36.1333,703.97,356.11,48.11,55.0,0.0842,1
2026-03-21T08:30:00+00:00,36.2658,317.61,718.97,34.18,205.0,0.0842,1
2026-03-21T08:35:00+00:00,28.7004,590.32,975.53,61.44,242.0,0.0842,1
2026-03-21T08:40:00+00:00,31.9861,539.82,947.54,52.52,68.0,0.0842,1
2026-03-21T08:45:00+00:00,25.6694,605.93,875.86,37.15,233.0,0.0842,1
2026-03-21T08:50:00+00:00,40.1707,905.76,785.94,34.79,233.0,0.0842,1
2026-03-21T09:00:00+00:00,24.5523,138.24,355.33,66.72,445.0,0.0842,1
2026-03-21T09:05:00+00:00,24.7423,304.48,531.69,78.88,293.0,0.0842,1
2026-03-21T09:10:00+00:00,32.0191,850.13,903.7,70.54,215.0,0.0842,1
2026-03-21T09:15:00+00:00,33.685,812.63,196.85,43.42,497.0,0.0842,1
2026-03-21T09:20:00+00:00,24.1804,103.14,145.23,62.14,193.0,0.0842,1
2026-03-21T09:25:00+00:00,33.9389,118.83,341.49,32.19,455.0,0.0842,1
2026-03-21T09:30:00+00:00,21.9145,719.39,721.07,31.92,288.0,0.0842,1
2026-03-21T09:35:00+00:00,35.5481,463.13,684.23,63.77,435.0,0.0842,1
2026-03-21T09:40:00+00:00,36.2743,334.07,825.26,41.56,252.0,0.0842,1
2026-03-21T09:45:00+00:00,28.8701,143.93,565.4,54.25,194.0,0.0842,1
2026-03-21T09:55:00+00:00,44.1216,921.58,800.0,34.75,72.0,0.0842,1
2026-03-21T10:00:00+00:00,33.9224,317.14,135.34,41.22,316.0,0.0842,1
2026-03-21T10:05:00+00:00,29.6272,531.67,261.39,63.19,260.0,0.0842,1
2026-03-21T10:10:00+00:00,36.9438,131.77,581.64,56.35,493.0,0.0842,1
2026-03-21T10:15:00+00:00,31.7351,130.77,185.4,68.14,226.0,0.0842,1
2026-03-21T10:20:00+00:00,34.7471,197.53,255.97,42.55,132.0,0.0842,1
2026-03-21T10:25:00+00:00,34.95,590.6,551.09,77.86,212.0,0.0842,1
2026-03-21T10:30:00+00:00,38.8003,525.82,307.89,55.57,496.0,0.0842,1
2026-03-21T10:35:00+00:00,36.1989,824.0,982.04,31.99,102.0,0.0842,1
2026-03-21T10:40:00+00:00,35.6556,672.88,931.18,69.34,496.0,0.0842,1
2026-03-21T10:45:00+00:00,44.9168,372.73,246.65,50.13,287.0,0.0842,1
2026-03-21T10:50:00+00:00,30.2242,277.58,793.51,75.49,361.0,0.0842,1
2026-03-21T10:55:00+00:00,40.8966,602.01,485.44,48.48,95.0,0.0842,1
2026-03-21T11:00:00+00:00,35.1163,549.74,101.98,58.18,115.0,0.0842,1
2026-03-21T11:05:00+00:00,28.9228,710.57,265.11,55.63,497.0,0.0842,1
2026-03-21T11:10:00+00:00,33.7965,444.9,830.68,42.02,160.0,0.0842,1
2026-03-21T11:15:00+00:00,28.3519,720.16,420.28,72.55,426.0,0.0842,1
2026-03-21T11:20:00+00:00,35.6454,583.03,418.68,34.96,251.0,0.0842,1
2026-03-21T11:25:00+00:00,35.1093,201.06,552.99,51.33,414.0,0.0842,1
2026-03-21T11:30:00+00:00,23.1018,569.5,742.52,76.22,216.0,0.0842,1
2026-03-21T11:35:00+00:00,31.7287,270.96,912.58,51.14,88.0,0.0842,1
2026-03-21T11:40:00+00:00,35.1377,308.27,532.75,34.69,149.0,0.0842,1
2026-03-21T11:45:00+00:00,28.5348,694.06,252.27,34.17,67.0,0.0842,1
2026-03-21T11:50:00+00:00,38.0904,304.54,455.72,37.63,189.0,0.0842,1
2026-03-21T11:55:00+00:00,34.2853,428.35,951.69,60.55,453.0,0.0842,1
2026-03-21T12:00:00+00:00,45.5961,302.28,990.83,49.24,302.0,0.0842,1
2026-03-21T12:05:00+00:00,36.1717,419.51,223.79,78.76,65.0,0.0842,1
2026-03-21T12:10:00+00:00,31.3988,863.9,294.33,39.0,342.0,0.0842,1
2026-03-21T12:15:00+00:00,31.9486,290.7,550.88,43.19,434.0,0.0842,1
2026-03-21T12:20:00+00:00,29.3471,286.94,424.13,48.96,241.0,0.0842,1
2026-03-21T12:25:00+00:00,29.0549,318.01,261.28,72.45,321.0,0.0842,1
2026-03-21T12:30:00+00:00,32.3749,966.79,819.65,63.98,329.0,0.0842,1
2026-03-21T12:35:00+00:00,33.2149,153.59,475.57,49.13,210.0,0.0842,1
2026-03-21T12:45:00+00:00,42.4574,893.5,705.0,38.37,311.0,0.0842,1
2026-03-21T12:50:00+00:00,33.7552,195.61,942.84,33.32,403.0,0.0842,1
2026-03-21T12:55:00+00:00,26.7816,806.18,431.15,54.85,342.0,0.0842,1
2026-03-21T13:05:00+00:00,36.16,113.01,803.63,53.38,284.0,0.0842,1
2026-03-21T13:10:00+00:00,30.4579,579.74,148.34,74.49,268.0,0.0842,1
2026-03-21T13:15:00+00:00,29.3898,971.24,207.13,45.11,156.0,0.0842,1
2026-03-21T13:20:00+00:00,34.794,638.81,324.46,31.1,195.0,0.0842,1
2026-03-21T13:25:00+00:00,31.7897,424.06,281.16,61.66,50.0,0.0842,1
2026-03-21T13:30:00+00:00,44.7593,760.43,738.15,38.61,199.0,0.0842,1
2026-03-21T13:35:00+00:00,33.8558,141.85,196.49,63.61,51.0,0.0842,1
2026-03-21T13:40:00+00:00,26.9405,684.07,468.22,59.94,494.0,0.0842,1
2026-03-21T13:45:00+00:00,35.0192,640.68,618.71,56.24,266.0,0.0842,1
2026-03-21T13:50:00+00:00,29.1307,936.18,107.18,30.38,285.0,0.0842,1
2026-03-21T13:55:00+00:00,27.3333,350.69,988.31,67.47,280.0,0.0842,1
2026-03-21T14:00:00+00:00,35.8605,237.18,882.09,48.62,117.0,0.0842,1
2026-03-21T14:05:00+00:00,30.0003,283.71,357.89,62.18,297.0,0.0842,1
2026-03-21T14:10:00+00:00,41.1321,209.28,795.85,60.52,203.0,0.0842,1
2026-03-21T14:15:00+00:00,38.0077,771.31,574.08,61.27,374.0,0.0842,1
2026-03-21T14:20:00+00:00,27.5336,751.79,970.84,72.12,172.0,0.0842,1
2026-03-21T14:25:00+00:00,41.164,938.51,399.33,63.14,479.0,0.0842,1
2026-03-21T14:30:00+00:00,34.9244,387.21,315.4,64.42,236.0,0.0842,1
2026-03-21T14:35:00+00:00,31.806,800.84,568.54,33.52,126.0,0.0842,1
2026-03-21T14:40:00+00:00,33.8455,529.04,110.19,68.76,235.0,0.0842,1
2026-03-21T14:45:00+00:00,45.897,347.04,819.41,38.05,196.0,0.0842,1
2026-03-21T14:50:00+00:00,23.6031,216.02,396.94,32.18,498.0,0.0842,1
2026-03-21T14:55:00+00:00,34.57,277.19,542.78,75.84,337.0,0.0842,1
2026-03-21T15:00:00+00:00,23.9093,114.29,886.57,61.88,141.0,0.0842,1
2026-03-21T15:05:00+00:00,20.5618,385.48,974.06,31.18,106.0,0.0842,1
2026-03-21T15:10:00+00:00,31.3808,401.39,291.88,37.63,436.0,0.0842,1
2026-03-21T15:15:00+00:00,27.382,121.13,391.09,78.41,340.0,0.0842,1
2026-03-21T15:20:00+00:00,19.8617,329.69,754.62,50.28,401.0,0.0842,1
2026-03-21T15:25:00+00:00,34.2203,742.62,330.19,48.1,331.0,0.0842,1
2026-03-21T15:30:00+00:00,36.7448,507.53,467.29,68.24,421.0,0.0842,1
2026-03-21T15:35:00+00:00,40.0956,644.38,585.7,46.13,444.0,0.0842,1
2026-03-21T15:40:00+00:00,28.035,122.38,650.01,71.36,244.0,0.0842,1
2026-03-21T15:45:00+00:00,28.4911,768.63,432.26,58.42,212.0,0.0842,1
2026-03-21T15:50:00+00:00,32.938,866.83,327.4,37.54,390.0,0.0842,1
2026-03-21T15:55:00+00:00,29.8264,563.22,230.93,51.13,492.0,0.0842,1
2026-03-21T16:00:00+00:00,34.2308,352.43,877.4,78.72,104.0,0.0842,1
2026-03-21T16:05:00+00:00,32.2295,992.57,730.24,37.37,98.0,0.0842,1
2026-03-21T16:10:00+00:00,28.4513,974.41,359.17,59.51,204.0,0.0842,1
2026-03-21T16:15:00+00:00,24.4114,873.95,625.39,58.3,393.0,0.0842,1
2026-03-21T16:20:00+00:00,32.3671,722.82,116.13,41.2,123.0,0.0842,1
2026-03-21T16:25:00+00:00,37.6608,985.68,732.34,51.0,185.0,0.0842,1
2026-03-21T16:30:00+00:00,27.7223,423.13,953.1,75.82,403.0,0.0842,1
2026-03-21T16:35:00+00:00,25.1637,861.29,491.16,78.08,429.0,0.0842,1
2026-03-21T16:40:00+00:00,34.5124,211.4,248.03,45.8,436.0,0.0842,1
2026-03-21T16:45:00+00:00,43.9963,755.1,293.34,30.98,56.0,0.0842,1
2026-03-21T16:50:00+00:00,20.5836,798.9,748.12,44.55,52.0,0.0842,1
2026-03-21T16:55:00+00:00,29.5555,960.63,204.15,37.5,238.0,0.0842,1
2026-03-21T17:00:00+00:00,34.7946,646.56,248.93,55.81,379.0,0.0842,1
2026-03-21T17:05:00+00:00,19.7651,497.47,349.22,62.48,103.0,0.0842,1
2026-03-21T17:10:00+00:00,36.6357,182.86,787.02,38.37,267.0,0.0842,1
2026-03-21T17:15:00+00:00,43.4189,996.51,338.92,56.91,52.0,0.0842,1
2026-03-21T17:20:00+00:00,19.6668,289.47,261.45,45.97,342.0,0.0842,1
2026-03-21T17:25:00+00:00,20.5023,136.36,583.77,42.23,259.0,0.0842,1
2026-03-21T17:30:00+00:00,33.5201,651.55,661.13,43.62,163.0,0.0842,1
2026-03-21T17:35:00+00:00,44.0594,222.19,687.2,41.91,327.0,0.0842,1
2026-03-21T17:40:00+00:00,20.6531,227.45,513.61,35.83,424.0,0.0842,1
2026-03-21T17:45:00+00:00,27.6132,852.56,785.86,69.25,63.0,0.0842,1
2026-03-21T17:55:00+00:00,23.4603,697.03,901.92,76.03,379.0,0.0842,1
2026-03-21T18:00:00+00:00,42.8851,997.93,360.44,61.22,312.0,0.0842,1
2026-03-21T18:05:00+00:00,33.2639,973.64,704.51,34.53,396.0,0.0842,1
2026-03-21T18:10:00+00:00,27.8618,157.09,230.95,35.13,69.0,0.0842,1
2026-03-21T18:15:00+00:00,32.5823,516.05,878.3,40.46,498.0,0.0842,1
2026-03-21T18:20:00+00:00,42.5721,705.56,813.62,38.93,267.0,0.0842,1
2026-03-21T18:25:00+00:00,30.9974,909.75,553.61,45.84,332.0,0.0842,1
2026-03-21T18:30:00+00:00,27.2938,228.37,257.71,37.78,216.0,0.0842,1
2026-03-21T18:35:00+00:00,31.1211,152.61,371.19,68.32,295.0,0.0842,1
2026-03-21T18:40:00+00:00,30.8933,384.4,321.05,43.17,62.0,0.0842,1
2026-03-21T18:45:00+00:00,31.3041,512.02,327.98,63.54,323.0,0.0842,1
2026-03-21T18:50:00+00:00,30.9007,916.01,981.19,37.88,302.0,0.0842,1
2026-03-21T18:55:00+00:00,36.0343,329.28,144.75,56.07,105.0,0.0842,1
2026-03-21T19:00:00+00:00,26.8413,163.63,138.53,74.44,389.0,0.0842,1
2026-03-21T19:05:00+00:00,27.5556,908.64,232.71,78.98,484.0,0.0842,1
2026-03-21T19:10:00+00:00,37.1948,933.22,780.16,55.65,267.0,0.0842,1
2026-03-21T19:15:00+00:00,41.4206,668.49,496.05,45.91,223.0,0.0842,1
2026-03-21T19:20:00+00:00,32.1453,204.93,438.79,63.96,245.0,0.0842,1
2026-03-21T19:25:00+00:00,29.7113,283.94,480.98,44.0,355.0,0.0842,1
2026-03-21T19:30:00+00:00,23.0693,926.42,268.01,45.15,335.0,0.0842,1
2026-03-21T19:35:00+00:00,33.7217,878.74,321.33,78.21,361.0,0.0842,1
2026-03-21T19:40:00+00:00,27.3894,761.02,457.47,58.03,449.0,0.0842,1
2026-03-21T19:45:00+00:00,42.7201,138.09,845.2,60.11,100.0,0.0842,1
2026-03-21T19:50:00+00:00,27.0204,374.69,125.71,35.24,324.0,0.0842,1
2026-03-21T19:55:00+00:00,37.7261,235.9,462.44,72.54,410.0,0.0842,1
2026-03-21T20:00:00+00:00,34.8911,576.32,347.31,76.97,95.0,0.0842,1
2026-03-21T20:05:00+00:00,36.4947,962.15,398.32,54.86,477.0,0.0842,1
2026-03-21T20:10:00+00:00,28.6971,773.24,962.79,51.88,378.0,0.0842,1
2026-03-21T20:15:00+00:00,27.2429,302.82,497.15,55.78,283.0,0.0842,1
2026-03-21T20:20:00+00:00,39.1765,275.17,835.39,68.04,185.0,0.0842,1
2026-03-21T20:25:00+00:00,32.0126,629.82,851.37,69.83,336.0,0.0842,1
2026-03-21T20:30:00+00:00,35.37,228.7,157.02,66.89,325.0,0.0842,1
2026-03-21T20:35:00+00:00,26.4567,554.13,491.44,76.24,316.0,0.0842,1
2026-03-21T20:40:00+00:00,33.479,925.23,928.77,40.8,466.0,0.0842,1
2026-03-21T20:45:00+00:00,34.1646,543.59,543.11,79.27,464.0,0.0842,1
2026-03-21T20:50:00+00:00,28.4928,646.69,898.4,64.61,485.0,0.0842,1
2026-03-21T20:55:00+00:00,35.6686,588.92,506.69,68.59,238.0,0.0842,1
2026-03-21T21:00:00+00:00,6.7874,781.72,109.04,64.05,54.0,0.0842,1
2026-03-21T21:05:00+00:00,6.66,842.11,169.63,72.26,226.0,0.0842,1
2026-03-21T21:10:00+00:00,9.3903,778.01,736.16,72.99,339.0,0.0842,1
2026-03-21T21:15:00+00:00,4.9679,224.09,911.67,66.79,441.0,0.0842,1
2026-03-21T21:20:00+00:00,7.3348,837.36,461.3,41.9,226.0,0.0842,1
2026-03-21T21:25:00+00:00,6.7379,566.47,830.75,38.98,470.0,0.0842,1
2026-03-21T21:30:00+00:00,8.1398,598.76,948.2,57.74,423.0,0.0842,1
2026-03-21T21:35:00+00:00,8.4223,977.31,746.3,37.66,87.0,0.0842,1
2026-03-21T21:40:00+00:00,8.0736,995.77,964.72,64.78,425.0,0.0842,1
2026-03-21T21:45:00+00:00,10.2697,697.68,587.73,33.71,448.0,0.0842,1
2026-03-21T21:50:00+00:00,8.4561,887.41,278.78,43.85,162.0,0.0842,1
2026-03-21T21:55:00+00:00,7.37,237.6,648.69,55.35,148.0,0.0842,1
2026-03-21T22:00:00+00:00,5.5783,124.63,210.84,76.34,257.0,0.0842,1
2026-03-21T22:05:00+00:00,9.4437,918.81,319.04,30.13,195.0,0.0842,1
2026-03-21T22:10:00+00:00,9.0563,870.54,267.31,71.3,499.0,0.0842,1
2026-03-21T22:15:00+00:00,10.9016,928.89,427.36,40.74,261.0,0.0842,1
2026-03-21T22:20:00+00:00,6.5051,394.81,596.9,48.93,390.0,0.0842,1
2026-03-21T22:25:00+00:00,8.0528,973.79,717.81,52.84,295.0,0.0842,1
2026-03-21T22:30:00+00:00,7.8826,778.54,486.78,58.84,187.0,0.0842,1
2026-03-21T22:35:00+00:00,7.8248,675.08,656.05,49.51,350.0,0.0842,1
2026-03-21T22:40:00+00:00,8.0208,996.85,835.51,33.37,443.0,0.0842,1
2026-03-21T22:45:00+00:00,4.5709,370.98,653.41,67.15,393.0,0.0842,1
2026-03-21T22:50:00+00:00,9.65,808.34,127.96,50.72,373.0,0.0842,1
2026-03-21T22:55:00+00:00,9.3064,274.36,958.06,36.05,418.0,0.0842,1
2026-03-21T23:00:00+00:00,10.2609,338.9,817.91,43.65,230.0,0.0842,1
2026-03-21T23:05:00+00:00,12.4991,407.01,506.03,41.76,56.0,0.0842,1
2026-03-21T23:10:00+00:00,7.3621,885.3,918.31,42.35,335.0,0.0842,1
2026-03-21T23:15:00+00:00,7.9277,174.51,556.41,76.33,268.0,0.0842,1
2026-03-21T23:20:00+00:00,8.0196,585.44,556.57,45.21,377.0,0.0842,1
2026-03-21T23:25:00+00:00,11.8844,377.1,614.04,64.04,170.0,0.0842,1
2026-03-21T23:30:00+00:00,4.5376,939.24,827.01,55.4,172.0,0.0842,1
2026-03-21T23:35:00+00:00,8.9715,486.86,283.05,64.27,152.0,0.0842,1
2026-03-21T23:40:00+00:00,5.0583,616.42,973.81,41.91,336.0,0.0842,1
2026-03-21T23:45:00+00:00,2.8369,708.32,318.23,61.74,192.0,0.0842,1
2026-03-21T23:50:00+00:00,3.9583,769.52,638.25,58.21,200.0,0.0842,1
2026-03-21T23:55:00+00:00,5.2365,499.03,925.0,64.0,158.0,0.0842,1
2026-03-22T00:00:00+00:00,10.1381,132.62,842.55,50.97,100.0,0.0842,1
2026-03-22T00:05:00+00:00,6.2633,968.8,424.55,76.67,361.0,0.0842,1
2026-03-22T00:10:00+00:00,7.5451,231.07,511.25,33.42,461.0,0.0842,1
2026-03-22T00:15:00+00:00,5.673,929.21,355.36,43.84,321.0,0.0842,1
2026-03-22T00:20:00+00:00,9.2219,239.58,565.79,70.77,292.0,0.0842,1
2026-03-22T00:25:00+00:00,5.7961,765.29,229.13,44.37,307.0,0.0842,1
2026-03-22T00:30:00+00:00,10.6353,709.43,466.68,79.33,260.0,0.0842,1
2026-03-22T00:35:00+00:00,6.0138,478.14,704.09,40.45,123.0,0.0842,1
2026-03-22T00:40:00+00:00,6.4703,145.85,371.21,51.33,383.0,0.0842,1
2026-03-22T00:45:00+00:00,8.2455,828.3,927.89,44.28,173.0,0.0842,1
2026-03-22T00:50:00+00:00,8.0494,822.45,805.75,62.2,57.0,0.0842,1
2026-03-22T00:55:00+00:00,10.8494,844.32,116.32,67.09,121.0,0.0842,1
2026-03-22T01:00:00+00:00,8.2408,477.65,948.12,37.55,252.0,0.0842,1
2026-03-22T01:05:00+00:00,5.5843,953.72,167.05,53.52,231.0,0.0842,1
2026-03-22T01:10:00+00:00,6.8793,232.15,588.43,31.52,171.0,0.0842,1
2026-03-22T01:15:00+00:00,6.8544,312.48,271.63,50.83,324.0,0.0842,1
2026-03-22T01:20:00+00:00,9.4501,272.57,367.36,65.44,85.0,0.0842,1
2026-03-22T01:25:00+00:00,8.7676,166.07,287.49,38.39,340.0,0.0842,1
2026-03-22T01:30:00+00:00,7.7612,952.84,831.55,32.69,293.0,0.0842,1
2026-03-22T01:35:00+00:00,9.7392,752.52,377.36,73.21,317.0,0.0842,1
2026-03-22T01:40:00+00:00,6.943,895.24,399.36,38.56,249.0,0.0842,1
2026-03-22T01:45:00+00:00,7.7275,225.31,482.77,57.21,386.0,0.0842,1
2026-03-22T01:50:00+00:00,8.3615,282.48,894.79,38.63,263.0,0.0842,1
2026-03-22T01:55:00+00:00,11.0564,751.26,442.03,59.85,150.0,0.0842,1
2026-03-22T02:00:00+00:00,7.8029,225.74,685.36,56.62,292.0,0.0842,1
2026-03-22T02:05:00+00:00,7.2984,833.9,223.22,36.65,146.0,0.0842,1
2026-03-22T02:10:00+00:00,5.9083,935.21,787.3,62.26,476.0,0.0842,1
