timestamp,cpu_utilization,network_in,network_out,memory_usage,requests,cost_per_hour,anomaly,score
2026-03-21T13:55:00+00:00,27.3333,350.69,988.31,67.47,280,0.0842,1,0.06501747639120847
2026-03-21T14:00:00+00:00,35.8605,237.18,882.09,48.62,117,0.0842,1,0.05185964555601319
2026-03-21T14:05:00+00:00,30.0003,283.71,357.89,62.18,297,0.0842,1,0.09484642925729164
2026-03-21T14:10:00+00:00,41.1321,209.28,795.85,60.52,203,0.0842,1,0.05907683971199107
2026-03-21T14:15:00+00:00,38.0077,771.31,574.08,61.27,374,0.0842,1,0.08442355047693073
2026-03-21T14:20:00+00:00,27.5336,751.79,970.84,72.12,172,0.0842,1,0.05837982909813022
2026-03-21T14:25:00+00:00,41.164,938.51,399.33,63.14,479,0.0842,1,0.020165830770576654
2026-03-21T14:30:00+00:00,34.9244,387.21,315.4,64.42,236,0.0842,1,0.09257373270484492
2026-03-21T14:35:00+00:00,31.806,800.84,568.54,33.52,126,0.0842,1,0.06932606738127961
2026-03-21T14:40:00+00:00,33.8455,529.04,110.19,68.76,235,0.0842,1,0.05295621071618828
2026-03-21T14:45:00+00:00,45.897,347.04,819.41,38.05,196,0.0842,1,0.02779609841624031
2026-03-21T14:50:00+00:00,23.6031,216.02,396.94,32.18,498,0.0842,-1,-0.0028504536538560554
2026-03-21T14:55:00+00:00,34.57,277.19,542.78,75.84,337,0.0842,1,0.053548108443879916
2026-03-21T15:00:00+00:00,23.9093,114.29,886.57,61.88,141,0.0842,1,0.03173908479474041
2026-03-21T15:05:00+00:00,20.5618,385.48,974.06,31.18,106,0.0842,-1,-0.0019874512565838387
2026-03-21T15:10:00+00:00,31.3808,401.39,291.88,37.63,436,0.0842,1,0.06542227422847413
2026-03-21T15:15:00+00:00,27.382,121.13,391.09,78.41,340,0.0842,1,0.01778418043883967
2026-03-21T15:20:00+00:00,19.8617,329.69,754.62,50.28,401,0.0842,1,0.08880512769943649
2026-03-21T15:25:00+00:00,34.2203,742.62,330.19,48.1,331,0.0842,1,0.1075440136386902
2026-03-21T15:30:00+00:00,36.7448,507.53,467.29,68.24,421,0.0842,1,0.07297889863739515
2026-03-21T15:35:00+00:00,40.0956,644.38,585.7,46.13,444,0.0842,1,0.06613638155478058
2026-03-21T15:40:00+00:00,28.035,122.38,650.01,71.36,244,0.0842,1,0.051840654011884535
2026-03-21T15:45:00+00:00,28.4911,768.63,432.26,58.42,212,0.0842,1,0.11663254425887615
2026-03-21T15:50:00+00:00,32.938,866.83,327.4,37.54,390,0.0842,1,0.073768871184614
2026-03-21T15:55:00+00:00,29.8264,563.22,230.93,51.13,492,0.0842,1,0.06166028335582763
2026-03-21T16:00:00+00:00,34.2308,352.43,877.4,78.72,104,0.0842,1,0.00930104886468719
2026-03-21T16:05:00+00:00,32.2295,992.57,730.24,37.37,98,0.0842,1,0.037649637726490215
2026-03-21T16:10:00+00:00,28.4513,974.41,359.17,59.51,204,0.0842,1,0.07181664394607301
2026-03-21T16:15:00+00:00,24.4114,873.95,625.39,58.3,393,0.0842,1,0.08481388654376076
2026-03-21T16:20:00+00:00,32.3671,722.82,116.13,41.2,123,0.0842,1,0.04703883563971356
2026-03-21T16:25:00+00:00,37.6608,985.68,732.34,51.0,185,0.0842,1,0.06108849956666995
2026-03-21T16:30:00+00:00,27.7223,423.13,953.1,75.82,403,0.0842,1,0.03615270662693393
2026-03-21T16:35:00+00:00,25.1637,861.29,491.16,78.08,429,0.0842,1,0.02908302244516292
2026-03-21T16:40:00+00:00,34.5124,211.4,248.03,45.8,436,0.0842,1,0.0571162166783139
2026-03-21T16:45:00+00:00,43.9963,755.1,293.34,30.98,56,0.0842,-1,-0.03453697359177399
2026-03-21T16:50:00+00:00,20.5836,798.9,748.12,44.55,52,0.0842,1,0.029916505770517743
2026-03-21T16:55:00+00:00,29.5555,960.63,204.15,37.5,238,0.0842,1,0.045995438338169436
2026-03-21T17:00:00+00:00,34.7946,646.56,248.93,55.81,379,0.0842,1,0.09862850856679867
2026-03-21T17:05:00+00:00,19.7651,497.47,349.22,62.48,103,0.0842,1,0.07957440933895776
2026-03-21T17:10:00+00:00,36.6357,182.86,787.02,38.37,267,0.0842,1,0.0548883985244798
2026-03-21T17:15:00+00:00,43.4189,996.51,338.92,56.91,52,0.0842,-1,-0.017435120448388575
2026-03-21T17:20:00+00:00,19.6668,289.47,261.45,45.97,342,0.0842,1,0.08257147749032895
2026-03-21T17:25:00+00:00,20.5023,136.36,583.77,42.23,259,0.0842,1,0.07880840222657087
2026-03-21T17:30:00+00:00,33.5201,651.55,661.13,43.62,163,0.0842,1,0.11118674489582064
2026-03-21T17:35:00+00:00,44.0594,222.19,687.2,41.91,327,0.0842,1,0.05068176191968987
2026-03-21T17:40:00+00:00,20.6531,227.45,513.61,35.83,424,0.0842,1,0.049466968135990164
2026-03-21T17:45:00+00:00,27.6132,852.56,785.86,69.25,63,0.0842,1,0.039330499131232766
2026-03-21T17:55:00+00:00,23.4603,697.03,901.92,76.03,379,0.0842,1,0.04674167248910921
2026-03-21T18:00:00+00:00,42.8851,997.93,360.44,61.22,312,0.0842,1,0.030081997258979642
2026-03-21T18:05:00+00:00,33.2639,973.64,704.51,34.53,396,0.0842,1,0.03694971749573672
2026-03-21T18:10:00+00:00,27.8618,157.09,230.95,35.13,69,0.0842,1,0.011014696898796639
2026-03-21T18:15:00+00:00,32.5823,516.05,878.3,40.46,498,0.0842,1,0.03381770041580978
2026-03-21T18:20:00+00:00,42.5721,705.56,813.62,38.93,267,0.0842,1,0.05298630933217452
2026-03-21T18:25:00+00:00,30.9974,909.75,553.61,45.84,332,0.0842,1,0.09136651785298239
2026-03-21T18:30:00+00:00,27.2938,228.37,257.71,37.78,216,0.0842,1,0.07085463271138492
2026-03-21T18:35:00+00:00,31.1211,152.61,371.19,68.32,295,0.0842,1,0.06348236063507606
2026-03-21T18:40:00+00:00,30.8933,384.4,321.05,43.17,62,0.0842,1,0.05376140413719532
2026-03-21T18:45:00+00:00,31.3041,512.02,327.98,63.54,323,0.0842,1,0.10414690032521096
2026-03-21T18:50:00+00:00,30.9007,916.01,981.19,37.88,302,0.0842,1,0.05344220114580556
2026-03-21T18:55:00+00:00,36.0343,329.28,144.75,56.07,105,0.0842,1,0.05308049559269512
2026-03-21T19:00:00+00:00,26.8413,163.63,138.53,74.44,389,0.0842,1,0.0192003730681084
2026-03-21T19:05:00+00:00,27.5556,908.64,232.71,78.98,484,0.0842,-1,-0.015235798019869184
2026-03-21T19:10:00+00:00,37.1948,933.22,780.16,55.65,267,0.0842,1,0.08402314375546205
2026-03-21T19:15:00+00:00,41.4206,668.49,496.05,45.91,223,0.0842,1,0.08871686506463905
2026-03-21T19:20:00+00:00,32.1453,204.93,438.79,63.96,245,0.0842,1,0.07745899902665226
2026-03-21T19:25:00+00:00,29.7113,283.94,480.98,44.0,355,0.0842,1,0.09915376694230399
2026-03-21T19:30:00+00:00,23.0693,926.42,268.01,45.15,335,0.0842,1,0.08140689769751591
2026-03-21T19:35:00+00:00,33.7217,878.74,321.33,78.21,361,0.0842,1,0.03715625775403486
2026-03-21T19:40:00+00:00,27.3894,761.02,457.47,58.03,449,0.0842,1,0.08103164040017541
2026-03-21T19:45:00+00:00,42.7201,138.09,845.2,60.11,100,0.0842,1,0.002863972211256338
2026-03-21T19:50:00+00:00,27.0204,374.69,125.71,35.24,324,0.0842,1,0.06126415224202164
2026-03-21T19:55:00+00:00,37.7261,235.9,462.44,72.54,410,0.0842,1,0.04457054716926323
2026-03-21T20:00:00+00:00,34.8911,576.32,347.31,76.97,95,0.0842,1,0.054036552533613724
2026-03-21T20:05:00+00:00,36.4947,962.15,398.32,54.86,477,0.0842,1,0.02591915526640909
2026-03-21T20:10:00+00:00,28.6971,773.24,962.79,51.88,378,0.0842,1,0.07579818134407029
2026-03-21T20:15:00+00:00,27.2429,302.82,497.15,55.78,283,0.0842,1,0.10973085146309763
2026-03-21T20:20:00+00:00,39.1765,275.17,835.39,68.04,185,0.0842,1,0.03974261613453667
2026-03-21T20:25:00+00:00,32.0126,629.82,851.37,69.83,336,0.0842,1,0.0852648032679893
2026-03-21T20:30:00+00:00,35.37,228.7,157.02,66.89,325,0.0842,1,0.05233059703442022
2026-03-21T20:35:00+00:00,26.4567,554.13,491.44,76.24,316,0.0842,1,0.08826197603381897
2026-03-21T20:40:00+00:00,33.479,925.23,928.77,40.8,466,0.0842,1,0.024531742680659274
2026-03-21T20:45:00+00:00,34.1646,543.59,543.11,79.27,464,0.0842,1,0.020971000444958032
2026-03-21T20:50:00+00:00,28.4928,646.69,898.4,64.61,485,0.0842,1,0.046472002389677414
2026-03-21T20:55:00+00:00,35.6686,588.92,506.69,68.59,238,0.0842,1,0.09360449387191255
2026-03-21T21:00:00+00:00,6.7874,781.72,109.04,64.05,54,0.0842,-1,-0.004685893376381367
2026-03-21T21:05:00+00:00,6.66,842.11,169.63,72.26,226,0.0842,1,0.06824931834164033
2026-03-21T21:10:00+00:00,9.3903,778.01,736.16,72.99,339,0.0842,1,0.08957486347692817
2026-03-21T21:15:00+00:00,4.9679,224.09,911.67,66.79,441,0.0842,1,0.047041147041422926
2026-03-21T21:20:00+00:00,7.3348,837.36,461.3,41.9,226,0.0842,1,0.11375893982201296
2026-03-21T21:25:00+00:00,6.7379,566.47,830.75,38.98,470,0.0842,1,0.0705940922157865
2026-03-21T21:30:00+00:00,8.1398,598.76,948.2,57.74,423,0.0842,1,0.08650924580532815
2026-03-21T21:35:00+00:00,8.4223,977.31,746.3,37.66,87,0.0842,1,0.03876616060092175
2026-03-21T21:40:00+00:00,8.0736,995.77,964.72,64.78,425,0.0842,1,0.029403746064412206
2026-03-21T21:45:00+00:00,10.2697,697.68,587.73,33.71,448,0.0842,1,0.051750844966384935
2026-03-21T21:50:00+00:00,8.4561,887.41,278.78,43.85,162,0.0842,1,0.10475667178254372
2026-03-21T21:55:00+00:00,7.37,237.6,648.69,55.35,148,0.0842,1,0.10472326821459604
2026-03-21T22:00:00+00:00,5.5783,124.63,210.84,76.34,257,0.0842,1,0.030676601027834094
2026-03-21T22:05:00+00:00,9.4437,918.81,319.04,30.13,195,0.0842,1,0.04312405333415548
2026-03-21T22:10:00+00:00,9.0563,870.54,267.31,71.3,499,0.0842,1,0.03007760736576448
2026-03-21T22:15:00+00:00,10.9016,928.89,427.36,40.74,261,0.0842,1,0.09958252916379212
2026-03-21T22:20:00+00:00,6.5051,394.81,596.9,48.93,390,0.0842,1,0.10534456346123372
2026-03-21T22:25:00+00:00,8.0528,973.79,717.81,52.84,295,0.0842,1,0.08610960589760652
2026-03-21T22:30:00+00:00,7.8826,778.54,486.78,58.84,187,0.0842,1,0.12222779087572683
2026-03-21T22:35:00+00:00,7.8248,675.08,656.05,49.51,350,0.0842,1,0.1261474666122357
2026-03-21T22:40:00+00:00,8.0208,996.85,835.51,33.37,443,0.0842,1,0.00471494706297515
